Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Predicted Risk Category,High %,Low %,Moderate %,Risk Score,Phone Number,Address
E1934,94,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.21,+1-558-206-3464x34037,"84405 Gary Meadow
North Daniel, QC R6A 5M1"
E1935,71,Minor,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.21,774.712.4978,"90933 Monica Locks Suite 904
Floresberg, NU S7C 7A7"
E1936,89,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.2,746-481-7070x767,"36765 Marcus Spur
Lake Andrew, MB M1V 3K4"
E1937,152,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.32,(208)752-9155,"3489 Fischer Villages
Port Coreyland, PE P1G8A7"
E1938,79,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.24,546.721.1724,"500 Lewis Oval Apt. 945
Jasonborough, NT L7R7S9"
E1939,200,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.6,908-491-3962x6868,"49564 Pham Gardens
Harringtonport, ON Y9J4V7"
E1940,121,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,+1-543-605-6043x3396,"783 Robert Harbors Apt. 166
Jennaville, ON J4P 6S4"
E1941,133,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.29,001-392-588-7178x967,"97076 James Creek Suite 499
Tarachester, NU H1A 4K2"
E1942,22,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.07,+1-468-252-4190x263,"394 Adams Loop Apt. 703
Michaelstad, QC S1E2M2"
E1943,76,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.17,422.451.8004x78375,"414 Campbell Expressway
Munozmouth, MB E4B8T4"
E1944,183,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.55,+1-921-293-5006x1192,"302 Lauren Alley Apt. 436
Hunterport, AB C4X1S5"
E1945,179,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.54,(204)427-2176x76705,"78420 Justin Throughway Apt. 153
Michelletown, NL X3G3Y5"
E1946,197,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.59,900-760-7580,"75926 Michelle Union Suite 284
Lake Christianburgh, NB L6M3G4"
E1947,172,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.36,690-764-9300x3898,"09538 Tran Centers
Jessicaborough, NS B9T7G1"
E1948,84,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.19,913-648-6211x05835,"002 Angela Loop
West Scottmouth, YT E5J 7C4"
E1949,112,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.34,943-505-5545,"472 Lopez Brook
East Kathleenberg, QC J2A9V4"
E1950,21,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.06,(837)612-2259,"1775 Castaneda Ferry
Port Amy, AB H6B8S9"
E1951,144,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.31,4298371286,"379 Barnes Spurs
Jessicashire, BC B9H 9Y2"
E1952,155,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.33,588-532-0399,"09853 Mary Island Suite 809
Ashleyfort, NS N1G 6J7"
E1953,104,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.23,001-942-780-6484x911,"5778 Santos Vista Apt. 565
South Julia, MB B9M6A8"
E1954,66,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.2,345-486-9758x16368,"732 Smith Ramp Suite 804
South Davidport, PE X2A 8E9"
E1955,72,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,677.235.3271x37415,"75434 Brian Corner Suite 500
Duncanbury, NS V7Y 7E6"
E1956,43,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.13,877.564.2790,"2136 Todd Bridge Suite 134
South Michael, YT A2S7A2"
E1957,163,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.49,001-316-302-1492,"6815 Timothy Village Apt. 916
West Kelly, MB H2E6V5"
E1958,200,None,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.6,601-531-1835,"7897 Young Orchard
East Russellville, YT B9A5T5"
E1959,44,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.11,844.410.7288,"620 King Parkways
Lake Cheryl, PE J7V 2L6"
E1960,25,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.08,590-729-1465x1235,"3251 Benson Coves Suite 176
Carlburgh, SK E1C 8T6"
E1961,120,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.36,857-270-3098x9496,"01315 Sullivan Underpass Suite 963
Mezaland, NB L7S4K3"
E1962,68,None,None,None,None,None,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,865.589.0683x901,"7178 Troy Manors Apt. 797
Sarahton, SK S6N4N6"
E1963,12,None,Within past year,None,None,Fail,Moderate,0.0,0.0,1.0,2.04,5048156389,"951 Dana Plaza Apt. 974
Lake Ericberg, AB R9H 3S9"
E1964,40,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,+1-529-478-5430x655,"4806 Earl Summit Apt. 487
East Ryanville, NL E3G8R9"
E1965,166,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,+1-330-860-9577,"3330 Kelly Divide
South Michaelburgh, QC J3M 6C9"
E1966,54,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.13,290.240.5416x817,"12805 Paul Trail
Murrayfurt, YT E1A 4X6"
E1967,127,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,992-373-7372,"9124 Owens Villages Apt. 638
Michelleton, QC T5B 7V9"
E1968,130,None,Within past year,None,None,Fail,Moderate,0.0,0.0,1.0,2.39,(824)640-4485,"94651 Bobby Walks Suite 359
Conleyville, ON C5Y 5V5"
E1969,123,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.27,890.709.5581x8814,"784 Schmidt Drive Apt. 965
Gibbsmouth, NT A2C 7E7"
E1970,129,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.39,(981)333-2967x384,"4239 Cruz Unions Apt. 384
Jamesport, NB K2T 5T7"
E1971,63,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.15,274.376.3919x5505,"71095 Bond Spring Suite 693
Ryanbury, PE J9N 6K1"
E1972,46,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.14,451.604.6919,"292 Anderson Ville Apt. 615
Kendraton, PE A4K3Y7"
E1973,156,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.47,989.772.4980,"833 Davenport Place
Millerfurt, NL C1V 2C7"
E1974,55,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.13,(956)369-2313,"4207 Whitney Brook Suite 809
Rogerhaven, PE M6N2G7"
E1975,22,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.07,797-279-3024,"5077 Stephens Fall Apt. 671
Lake Toddfurt, NL S8K 4X6"
E1976,61,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.14,5502652822,"9988 King Mission
Robinsonbury, PE R9T 3Y2"
E1977,107,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.32,9903768468,"55300 Austin Parkway
Crawfordville, YT H4Y 8X8"
E1978,119,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,781.625.3272x9273,"7947 Kristina Lodge Suite 829
Spearsmouth, QC J7A1Y1"
E1979,26,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.08,305.797.3835,"05521 Clinton Dam
Floresmouth, NL N5G 4V8"
E1980,128,None,None,Minor,None,Fail,Moderate,0.0,0.0,1.0,2.38,460-633-1662x125,"4022 Bailey Spur
Port Shawnshire, MB Y5A4C1"
E1981,105,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.32,296.332.3176,"1060 Dunlap Key Suite 400
Robertstown, BC X9R7K3"
E1982,25,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.07,639-731-3352x53955,"09262 Ian Dam
West Elizabeth, ON S7J6B8"
E1983,176,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.53,001-737-893-3476x70551,"9872 Perez Prairie Suite 244
West James, SK N9E2Y1"
E1984,183,None,Within past year,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.55,934-849-6733x95120,"715 Gonzales Drive Suite 027
Lestermouth, AB X3P 6V7"
E1985,134,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.29,374-350-4902,"19224 Jason Corners Apt. 855
South Williamberg, NT Y8S7X6"
E1986,81,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.18,(201)573-5853x368,"2851 Brennan River Apt. 089
Lake Diane, AB G2Y6A5"
E1987,69,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,001-320-555-7545x03265,"023 Harvey Fords
Ibarraville, PE H2A 4A8"
E1988,157,None,Within past 1-3 years,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.47,(506)822-1575,"014 Horton Gateway Apt. 181
New Maryport, PE L2S 6B8"
E1989,11,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.04,959.240.6493x0433,"187 Christopher Pass
Port Brandon, NB K1Y4P8"
E1990,175,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.52,+1-642-634-7841,"82019 Andrea Inlet Suite 693
Brendanborough, NU L6Y 3G6"
E1991,164,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,268.233.5801,"530 Phillip Pass Suite 954
Nolanton, MB R3C 7T6"
E1992,179,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.38,357.552.9883x03438,"1893 Herrera Lock Apt. 650
Port Kathleenstad, NT J3Y 8S4"
E1993,110,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.24,(357)737-7399,"43663 Lori Burgs
New Austinport, NT P8E 9C7"
E1994,176,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.37,702.907.0873,"05598 Brian Isle
West Maria, NT J4S9R9"
E1995,89,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.27,(850)935-7323x6495,"377 Rodgers Trafficway Apt. 581
New Crystal, QC S6J 8E6"
E1996,164,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.49,+1-547-869-9739,"659 Bell Light
South Keith, NB N9L 1T1"
E1997,30,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.08,001-796-274-7933x997,"244 Williams River Apt. 425
Lake Alyssa, NS N9J 2G5"
E1998,71,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.16,+1-894-604-1874x84624,"06184 Ernest Extensions
West Cassandrachester, QC J5K 4C8"
E1999,194,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.58,512.301.2704,"15701 Wayne Mountain Suite 198
Kellyton, NT G5M5K4"
E2000,93,None,Within past 1-3 years,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.28,3072765082,"34081 Frank Stream
Loveberg, NS T1M3T8"
E2001,11,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.03,001-798-870-4096,"2197 Jorge Neck Suite 983
Ericaville, NB M8E9P9"
E2002,180,None,Within past 1-3 years,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.54,290-647-8295,"43863 Jennifer Fall Suite 489
Sherrishire, NS M8A 8R9"
E2003,59,None,None,Major,None,Pass,Moderate,0.0,0.0,1.0,2.18,+1-220-221-9700x08382,"7165 Odonnell Drive
East Pennyside, AB N4R 2T8"
E2004,41,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,344.559.1550x3529,"484 Pierce Plains
Janeview, AB N8E 8P4"
E2005,75,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.17,996-292-2052,"542 Smith Union
Lake Anita, NT R4S7H9"
E2006,199,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.6,766-646-1722,"07785 Lang Lakes Apt. 879
West Georgefurt, NB E2C 8R6"
E2007,168,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.5,(239)752-4449x248,"5069 Stephanie Neck
Tateton, QC X1N9G1"
E2008,166,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,341.209.6780x1168,"4264 Elizabeth Locks
Lake Maryton, NL X3G3H8"
E2009,36,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.09,001-312-362-0468x0005,"861 Rhonda River Apt. 026
East Victorshire, PE B4C 1P3"
E2010,176,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.53,910-520-2117x759,"803 Harrington Well Suite 929
Garciaview, AB B6X5R7"
E2011,55,Minor,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.16,681.313.6729,"355 Cynthia Drives Suite 663
Garyfurt, NS V3R 4N6"
E2012,165,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,224.763.6693,"058 Huerta Knoll Suite 395
Lake Heather, QC H9K9E7"
E2013,89,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.2,(267)974-3545,"283 Ingram Center Suite 899
Carsonborough, NS X6T 3X7"
E2014,111,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.24,+1-388-468-7171x230,"092 Katherine Stravenue Apt. 492
North Timothy, MB A3L6E8"
E2015,68,None,Within past 1-3 years,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.2,(840)884-4530x906,"001 Lawson Tunnel
East Courtney, SK C7G5V5"
E2016,33,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.1,+1-310-246-4954x96403,"47799 Eric Shoal Suite 891
Port Heatherchester, NB H6R 8P1"
E2017,39,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,392-229-0497,"80821 Ellen Brook Suite 571
Smithbury, NU M6P1R8"
E2018,186,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,250.256.2966,"0135 Jamie Place
Lake Jeffrey, NS P8G 5B2"
E2019,83,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.25,6275570755,"3562 Mark Ports
Whitefort, NT S5B1P3"
E2020,120,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,(226)606-2224,"6378 Woods Motorway Suite 527
Ginaview, YT Y9K 5V8"
E2021,189,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.57,(546)210-1581x932,"6476 Williams Lane Suite 724
Markbury, AB S5V 5H5"
E2022,126,None,None,None,Flagged,None,Moderate,0.0,0.0,1.0,2.38,872.407.1604,"317 Sanchez Ways
Arnoldmouth, PE B7T3V3"
E2023,122,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,001-787-253-7202x08371,"18183 Bennett Springs Apt. 641
South Steveview, AB L4A5R9"
E2024,188,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.4,491-464-3280x60063,"272 Christian Station Apt. 811
Port Brianland, NT V2E4A9"
E2025,23,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.07,+1-989-294-4113x9672,"12555 Erika Viaduct Suite 677
North Anthony, BC P5H 1P7"
E2026,11,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.04,001-280-792-5659x2115,"76219 Alicia Row
Lopezfort, NB J1S 6R8"
E2027,134,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.4,(588)280-8676,"457 Daniel Lake
New Travisstad, YT X6L5S7"
E2028,122,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,001-634-442-9867,"1149 James River Suite 233
New Thomas, NB G7R 3K6"
E2029,120,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.26,+1-364-680-9292x4207,"019 Bowers Road
West Kelseyside, YT T9X 4P1"
E2030,18,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.06,382-358-4507x506,"2645 Michael Manors Apt. 037
North Wendyfurt, NS L2K 2S1"
E2031,81,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.24,437-883-2905,"070 Hood Tunnel Suite 988
Lindseyhaven, AB H8G2X3"
E2032,101,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.22,393.308.9872x75657,"337 Tanner Mountain Apt. 567
Graceburgh, AB K7R 5A9"
E2033,61,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.18,(427)536-2680,"1728 Nelson Dale Suite 736
New Katherine, NS J1L3E4"
E2034,12,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.04,+1-430-700-1445,"998 Matthew Squares Apt. 633
Gloriaville, PE A3X 5K4"
E2035,132,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.28,001-443-380-3552x0161,"56631 Gregory Heights
Mathewsbury, QC N1P 6B4"
E2036,59,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.14,+1-406-588-3063,"802 Green Place
Andersonfort, YT B3T 4G8"
E2037,155,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.33,001-739-840-6643,"05414 Lee Village
North Lorettaborough, AB G2T8V7"
E2038,60,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.18,(264)237-8917x198,"59296 Shawn Tunnel
Pageport, YT A2T3G1"
E2039,170,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.36,5708873009,"37902 Lozano Mission
North Austinview, NU L8E 9C8"
E2040,185,Major,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.56,248.502.0785x090,"991 Morgan Green
West Thomasfort, ON Y8N 2V2"
E2041,35,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.09,(777)841-8580x966,"09376 Coleman Mission
Andrewfurt, SK S6C1C4"
E2042,136,None,Within past year,None,None,Pass,Moderate,0.0,0.0,1.0,2.41,995.227.1437x021,"2111 Underwood Port
Ronaldfort, AB X5G 1Y9"
E2043,179,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.54,(260)680-9112x9525,"887 Watson Plains Suite 068
Bakerland, NT S6V1H9"
E2044,111,None,None,None,None,None,Low,0.0,0.9792243334722623,0.02077566652773754,1.24,588-506-4690x61912,"5961 Rivas Street Apt. 099
Adamsmouth, YT N7P3X5"
E2045,158,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.47,720.881.3356x632,"17401 Michelle Place
Marystad, PE S8K 6N2"
E2046,141,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.42,+1-543-281-8273x7942,"171 Brian Rue Apt. 520
Josephmouth, NU S8J 6X1"
E2047,55,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.16,001-550-768-2497,"46623 Mcfarland Pike Suite 728
New Lawrenceside, AB J6A 8G2"
E2048,104,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.31,+1-802-643-2761,"441 Bradley Cliff
Kinghaven, QC L1S 3K6"
E2049,196,None,Within past year,None,None,Fail,Moderate,0.0,0.0,1.0,2.59,957-797-8120x2043,"1684 Patrick Orchard
North Eric, MB P9B 4N5"
E2050,53,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.13,+1-931-636-6495x7543,"1926 Martin Street
South Morgan, NS X9G 4Y1"
E2051,146,None,None,Major,Flagged,Pass,Moderate,0.0,0.0,1.0,2.44,358.212.5193x15782,"4785 Castillo Key
Freystad, QC M9G7R6"
E2052,155,Minor,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.46,001-608-764-5911x9525,"69078 John Corners Apt. 681
East Patricktown, SK R9H 6H5"
E2053,93,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.21,001-392-233-1247,"5087 Stanley Unions
Lyonsberg, MB E1B4T1"
E2054,95,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.21,511.615.9554x5302,"42793 Gomez Squares Suite 546
Mollyview, MB G9R 2J7"
E2055,163,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.35,938.451.9044,"08401 Kevin Plains Apt. 218
Port Leonard, NL C6P4J2"
E2056,181,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.54,(542)364-8718x71667,"8426 Fuller View Suite 826
Jenniferborough, NB A5H3H7"
E2057,169,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.36,316.518.9697,"4030 Evans Place
New Mary, PE B2N 2J2"
E2058,78,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.18,(332)340-1000x17033,"105 Brian Course
Andrewside, YT K9B5V3"
E2059,183,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,(343)245-1065,"5321 Barrett Overpass Apt. 470
Georgeland, NU B2P7A1"
E2060,179,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.54,4377828424,"77504 Jason Parkways Suite 119
Port Grant, NT H7S9K5"
E2061,128,None,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.38,816.307.9364x109,"29501 Berger Run Suite 792
West Carl, AB J4G 8J2"
E2062,81,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.18,001-712-560-9571x5857,"29992 Rose Lodge Suite 922
Frankchester, NB C7C4E3"
E2063,137,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.29,(896)466-1649x691,"764 Tina Mountains
Gomezland, NS C5J 3V5"
E2064,64,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.15,(429)573-2369x195,"753 White Stream
Markside, YT K2K1G8"
E2065,19,None,None,None,Flagged,Fail,Moderate,0.0,0.0,1.0,2.06,293.878.7202x44426,"414 Eric Islands
East Brandon, AB P1S1C9"
E2066,38,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.11,001-479-852-4973x6856,"21776 Eric Port Apt. 451
East Kristopherview, NL R3K 5M7"
E2067,163,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.49,238-524-1896,"6125 Michelle Run
Bartonhaven, MB B7G5M3"
E2068,81,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.18,648-639-8833x04043,"296 Kurt Run Suite 888
Port Joe, MB G4T 5X8"
E2069,109,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.24,(917)724-7545x211,"1993 Hull Pines Apt. 522
Torresborough, SK E7E9M9"
E2070,150,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.45,001-884-328-4973x59165,"48883 Haney Garden Apt. 489
Port Amyberg, MB E8A5J5"
E2071,39,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,+1-622-591-3924x741,"281 Logan Meadow Apt. 276
Michellechester, SK N8E7X7"
E2072,62,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.19,741-851-5778x69482,"351 Felicia Camp Suite 002
East Haley, SK X2B6C4"
E2073,102,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.31,482-573-8575x121,"80655 Brianna Ville Suite 542
Lewisshire, BC R7G2R5"
E2074,80,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.24,+1-664-576-2054x587,"57805 Colleen Passage
West Amymouth, NS L4Y3S2"
E2075,15,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.05,712-255-3459x5725,"51303 Gutierrez Heights Apt. 164
Joshuastad, BC Y9K 4X6"
E2076,148,None,Within past 1-3 years,None,None,Pass,Moderate,0.0,0.0,1.0,2.44,639.436.3376x587,"0499 Gray Light Suite 392
Jacksonborough, YT V4R 4N6"
E2077,53,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.13,606.857.5505x31155,"1532 Brad Ports
Joshuahaven, AB M5G 1A8"
E2078,14,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.05,245.662.5944x80699,"372 Richards Valley Suite 339
Lake Jason, NT T7T 2E7"
E2079,192,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.58,339.516.1482x61822,"4232 Griffith Trail
West Taylor, YT J1N5Y3"
E2080,39,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.1,(947)443-3035x9498,"79034 Mccall Junctions Suite 175
Briannashire, BC A2S1S3"
E2081,50,Minor,None,None,None,Pass,Moderate,0.0,0.0,1.0,2.15,8137265657,"48256 Gregory Estates Suite 446
Lake Gina, YT G1V1B6"
E2082,102,Minor,None,Minor,None,Pass,Moderate,0.0,0.0,1.0,2.31,001-839-622-0409x21409,"67143 Williams Track
Williammouth, ON L5T2J5"
E2083,107,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.23,+1-366-716-9887x5644,"379 Phillips Pass
Katherinestad, SK G6M 6S4"
E2084,186,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,001-279-224-2571x569,"50366 Carroll Ridges Suite 151
Cookmouth, AB A8K7X1"
E2085,107,None,None,Major,None,Pass,Moderate,0.0,0.0,1.0,2.32,001-212-658-5720,"83191 Griffin Park Suite 190
Paulmouth, SK S3M6E3"
E2086,189,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.4,343-436-8016,"065 Watts Falls
Catherinefort, MB A5A6T8"
E2087,22,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.07,(322)404-9299x7484,"8912 Ortega Canyon
West Joshuaberg, NU P5P 4V6"
E2088,106,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.32,+1-916-973-6890x16401,"00887 Mccullough Station Apt. 447
Brockland, NB H6E 9L1"
E2089,186,None,None,None,None,Fail,Moderate,0.0,0.0,1.0,2.56,793-920-2453x68367,"86809 Matthew Road
West Meganbury, NS J3E 5E2"
E2090,151,None,None,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.45,204-940-4733x9771,"14575 Schwartz Junction
Warnerville, SK N8B2P9"
E2091,114,None,Within past year,None,Flagged,Pass,Moderate,0.0,0.0,1.0,2.34,583-907-3466x6579,"15642 Robinson Prairie Apt. 447
Garzachester, YT R4A 9N3"
E2092,187,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.39,+1-642-623-5205x194,"45642 Martinez Branch Suite 312
Port Brendaport, NT P3P8X3"
E2093,131,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.28,258.843.6245,"457 Mandy Flat Apt. 638
Walkermouth, NT V2X7K2"
E2094,143,None,None,None,None,Pass,Low,0.0,0.9792243334722623,0.02077566652773754,1.31,001-944-451-0513x341,"6316 Weiss Crossing Apt. 828
Lopezfort, AB N2B9Y7"
